Enterococcus faecalis	1351	PRJNA846573	846573	Terrabacteria group	Bacillota	3.14441	37.2125	chromosome:NZ_CP113831.1/CP113831.1; plasmid pEFT30-1:NZ_CP113829.1/CP113829.1; plasmid pEFT30-2:NZ_CP113830.1/CP113830.1	-	3	3055	2938	2022/12/11	2022/12/12	Complete Genome	Chinese Academy of Sciences	SAMN32023558	GCA_026802365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/802/365/GCF_026802365.1_ASM2680236v1	-	T30
Enterococcus faecium	1352	PRJNA682584	682584	Terrabacteria group	Bacillota	3.18386	37.6962	chromosome:NZ_CP066415.1/CP066415.1; plasmid p53_1_1.9kb:NZ_CP066420.1/CP066420.1; plasmid p53_1_11kb:NZ_CP066418.1/CP066418.1; plasmid p53_1_198kb:NZ_CP066417.1/CP066417.1; plasmid p53_1_55kb:NZ_CP066416.1/CP066416.1; plasmid p53_1_6.3kb:NZ_CP066419.1/CP066419.1	-	6	3113	2915	2020/12/27	2021/12/29	Complete Genome	None	SAMN17038078	GCA_016406365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/365/GCA_016406365.1_ASM1640636v1	-	Dallas 53_1
Enterococcus faecium	1352	PRJNA682584	682584	Terrabacteria group	Bacillota	3.21986	37.6542	chromosome:NZ_CP066443.1/CP066443.1; plasmid p71_2_1.9kb:NZ_CP066450.1/CP066450.1; plasmid p71_2_192kb:NZ_CP066444.1/CP066444.1; plasmid p71_2_4.3kb:NZ_CP066449.1/CP066449.1; plasmid p71_2_44kb:NZ_CP066446.1/CP066446.1; plasmid p71_2_57kb:NZ_CP066445.1/CP066445.1; plasmid p71_2_6.2kb:NZ_CP066448.1/CP066448.1; plasmid p71_2_6.3kb:NZ_CP066447.1/CP066447.1	-	8	3172	2971	2020/12/27	2021/12/29	Complete Genome	None	SAMN17038083	GCA_016406525.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/525/GCA_016406525.1_ASM1640652v1	-	Dallas 71_2
Enterococcus faecalis	1351	PRJNA317592	317592	Terrabacteria group	Bacillota	3.02601	37.2	chromosome:NZ_CP015410.2/CP015410.2	-	1	2892	2747	2016/07/20	2022/10/09	Complete Genome	University of Bern	SAMN04621616	GCA_001689055.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/689/055/GCF_001689055.2_ASM168905v2	-	KB1
Enterococcus faecalis	1351	PRJNA1069998	1069998	Terrabacteria group	Bacillota	3.16121	37.2551	chromosome:NZ_CP143584.1/CP143584.1; plasmid unnamed1:NZ_CP143585.1/CP143585.1; plasmid unnamed2:NZ_CP143586.1/CP143586.1	-	3	3093	2920	2024/02/04	2024/02/05	Complete Genome	University of Minnesota	SAMN39634308	GCA_036352235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/352/235/GCF_036352235.1_ASM3635223v1	-	IDRL-7538
Enterococcus faecium	1352	PRJNA358851	358851	Terrabacteria group	Bacillota	3.23847	37.6168	chromosome:NZ_CP019988.1/CP019988.1; plasmid p63-1:NZ_CP019989.1/CP019989.1; plasmid p63-2:NZ_CP019990.1/CP019990.1; plasmid p63-3:NZ_CP019991.1/CP019991.1	-	4	3206	3010	2017/03/13	2022/07/08	Complete Genome	Asia Pacific Foundation for Infectious Diseases (APFID)	SAMN06472829	GCA_002025065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/065/GCF_002025065.1_ASM202506v1	32128641	2014-VREF-63
Enterococcus faecium	1352	PRJNA648658	648658	Terrabacteria group	Bacillota	3.31799	37.7079	chromosome:NZ_CP060861.1/CP060861.1; plasmid pAML0157.1:NZ_CP060862.1/CP060862.1; plasmid pAML0157.2:NZ_CP060863.1/CP060863.1; plasmid pAML0157.3:NZ_CP060864.1/CP060864.1; plasmid pAML0157.4:NZ_CP060865.1/CP060865.1	-	5	3288	3057	2020/09/07	2022/10/04	Complete Genome	University of Cologne	SAMN15643623	GCA_014490015.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/490/015/GCA_014490015.1_ASM1449001v1	-	AML0157
Enterococcus faecalis	1351	PRJNA771860	771860	Terrabacteria group	Bacillota	3.09575	37.3249	chromosome:NZ_CP085291.1/CP085291.1; plasmid pEFS36_1:NZ_CP085292.1/CP085292.1; plasmid pEFS36_2:NZ_CP085293.1/CP085293.1	-	3	3048	2914	2021/10/26	2021/10/28	Complete Genome	Kyung Hee University	SAMN22349650	GCA_020616875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/616/875/GCA_020616875.1_ASM2061687v1	-	EFS36
Enterococcus faecalis	1351	PRJDB15240	937916	Terrabacteria group	Bacillota	3.04186	37.2674	chromosome:AP027297.1; plasmid L6D_p1:AP027298.1	-	2	2978	2902	2023/02/21	2023/02/22	Complete Genome	Rakuno Gakuen University	SAMD00577373	GCA_030295805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/295/805/GCF_030295805.1_ASM3029580v1	-	L6D
Enterococcus faecium	1352	PRJNA682584	682584	Terrabacteria group	Bacillota	3.17861	37.7843	chromosome:NZ_CP066466.1/CP066466.1; plasmid p91_1.9kb:NZ_CP066472.1/CP066472.1; plasmid p91_10kb:NZ_CP066469.1/CP066469.1; plasmid p91_198kb:NZ_CP066468.1/CP066468.1; plasmid p91_55kb:NZ_CP066467.1/CP066467.1; plasmid p91_6.2kb:NZ_CP066471.1/CP066471.1; plasmid p91_6.3kb:NZ_CP066470.1/CP066470.1	-	7	3103	2915	2020/12/27	2021/12/29	Complete Genome	None	SAMN17038086	GCA_016406345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/345/GCA_016406345.1_ASM1640634v1	-	Dallas 91
Enterococcus faecium	1352	PRJEB44616	726710	Terrabacteria group	Bacillota	3.28184	37.6232	chromosome c:NZ_OU016036.1/OU016036.1; plasmid pELF_USZ:NZ_OU016038.1/OU016038.1; plasmid pl1:NZ_OU016037.1/OU016037.1; plasmid pl2:NZ_OU016039.1/OU016039.1; plasmid pl3:NZ_OU016040.1/OU016040.1; plasmid pl4:NZ_OU016041.1/OU016041.1; plasmid pl5:NZ_OU016042.1/OU016042.1; plasmid pl6:NZ_OU016043.1/OU016043.1; plasmid pl7:NZ_OU016044.1/OU016044.1; plasmid pl8:NZ_OU016045.1/OU016045.1	-	10	3247	3031	2021/05/12	2022/05/28	Complete Genome	University of Zurich	SAMEA8659977	GCA_907177285.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/177/285/GCA_907177285.1_USZ_VRE53_P46_hybrid_assembly	-	USZ_VRE53_P46
Enterococcus faecalis	1351	PRJNA808078	808078	Terrabacteria group	Bacillota	3.24565	37.3098	chromosome:NZ_CP092576.1/CP092576.1; plasmid unnamed1:NZ_CP092577.1/CP092577.1; plasmid unnamed2:NZ_CP092578.1/CP092578.1; plasmid unnamed3:NZ_CP092579.1/CP092579.1; plasmid unnamed4:NZ_CP092580.1/CP092580.1	-	5	3251	3049	2022/03/24	2022/03/26	Complete Genome	Wadsworth Center - NYS DOH	SAMN26026624	GCA_022691485.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/691/485/GCA_022691485.1_ASM2269148v1	-	VRE-WC031
Enterococcus faecalis	1351	PRJNA292669	292669	Terrabacteria group	Bacillota	3.15114	37.1636	chromosome:NZ_CP028720.1/CP028720.1; plasmid pN48037F-1:NZ_CP028721.1/CP028721.1; plasmid pN48037F-2:NZ_CP028722.1/CP028722.1; plasmid pN48037F-3:NZ_CP028723.1/CP028723.1	-	4	3036	2924	2019/03/07	2022/02/17	Complete Genome	FDA	SAMN08689725	GCA_004332015.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/332/015/GCF_004332015.1_ASM433201v1	30272180	CVM N48037F
Enterococcus faecium	1352	PRJNA573568	573568	Terrabacteria group	Bacillota	3.17049	37.8495	chromosome:NZ_CP044274.1/CP044274.1; plasmid pHVH-V2937-1:NZ_CP044275.1/CP044275.1; plasmid pHVH-V2937-2:NZ_CP044276.1/CP044276.1; plasmid pHVH-V2937-3:NZ_CP044277.1/CP044277.1; plasmid pHVH-V2937-4:NZ_CP044278.1/CP044278.1; plasmid pHVH-V2937-5:NZ_CP044279.1/CP044279.1; plasmid pHVH-V2937-6:NZ_CP044280.1/CP044280.1; plasmid pHVH-V2937-7:NZ_CP044281.1/CP044281.1; plasmid pHVH-V2937-8:NZ_CP044282.1/CP044282.1	-	9	3133	2937	2019/09/30	2021/10/04	Complete Genome	Copenhagen University Hospital Hvidovre	SAMN12818041	GCA_008728475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/475/GCF_008728475.1_ASM872847v1	-	V2937
Enterococcus faecium	1352	PRJNA757565	757565	Terrabacteria group	Bacillota	3.14209	37.7757	chromosome:NZ_CP083473.1/CP083473.1; plasmid pHJP554-1:NZ_CP083474.1/CP083474.1; plasmid pHJP554-2:NZ_CP083475.1/CP083475.1; plasmid pHJP554-3:NZ_CP083476.1/CP083476.1; plasmid pHJP554-4:NZ_CP083477.1/CP083477.1	-	5	3088	2894	2021/09/22	2022/10/16	Complete Genome	Beijing Institute of Microbiology and Epidemiology	SAMN21438094	GCA_020091325.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/091/325/GCA_020091325.1_ASM2009132v1	-	HJP554
Enterococcus faecalis	1351	PRJNA883536	883536	Terrabacteria group	Bacillota	3.06225	37.3469	chromosome:CP106757.1; plasmid pNY13410:CP106758.1	-	2	2955	2820	2023/05/01	2023/05/01	Complete Genome	Beijing Institute of Microbiology and Epidemiology	SAMN30967739	GCA_029910175.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/910/175/GCF_029910175.1_ASM2991017v1	-	NY13410
Enterococcus faecalis	1351	PRJNA777728	777728	Terrabacteria group	Bacillota	2.99587	37.5	chromosome:NZ_CP086411.1/CP086411.1	-	1	2975	2808	2021/11/16	2021/11/19	Complete Genome	Shandong First Medical University	SAMN22871634	GCA_020881975.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/881/975/GCA_020881975.1_ASM2088197v1	-	R5
Enterococcus faecium	1352	PRJEB28495	489834	Terrabacteria group	Bacillota	3.22188	37.7999	chromosome 1:NZ_LR135394.1/LR135394.1; plasmid 2:NZ_LR135395.1/LR135395.1; plasmid 3:NZ_LR135396.1/LR135396.1; plasmid 4:NZ_LR135397.1/LR135397.1; plasmid 5:NZ_LR135398.1/LR135398.1; plasmid 6:NZ_LR135399.1/LR135399.1; plasmid 7:NZ_LR135400.1/LR135400.1	-	7	3201	3016	2019/01/02	2021/12/16	Complete Genome	UNIVERSITY MEDICAL CENTER UTRECHT	SAMEA4885694	GCA_900639605.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/639/605/GCA_900639605.1_E8290_hybrid_assembly	-	E8290
Enterococcus faecium	1352	PRJDB16035	981351	Terrabacteria group	Bacillota	3.09405	38.1064	chromosome:AP028415.1; plasmid pSU8419_1:AP028416.1; plasmid pSU8419_2:AP028417.1; plasmid pSU8419_3:AP028418.1; plasmid pSU8419_4:AP028419.1	-	5	3076	2988	2023/06/24	2023/06/24	Complete Genome	Department of Health and Medical Sciences, Shinshu University Graduate School of Medicine	SAMD00623430	GCA_033130085.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/130/085/GCA_033130085.1_ASM3313008v1	-	8419
Enterococcus faecalis	1351	PRJNA891504	891504	Terrabacteria group	Bacillota	2.99508	37.6	chromosome:NZ_CP110068.1/CP110068.1	-	1	2917	2768	2022/11/02	2022/11/03	Complete Genome	University of Siena	SAMN31342459	GCA_025958845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/958/845/GCF_025958845.1_ASM2595884v1	-	BE13
Enterococcus faecalis	1351	PRJNA594846	594846	Terrabacteria group	Bacillota	2.9934	37.3	chromosome:NZ_CP051005.1/CP051005.1	-	1	2945	2819	2020/04/21	2022/04/24	Complete Genome	Tsinghua University	SAMN13536105	GCA_012594215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/594/215/GCA_012594215.1_ASM1259421v1	-	TH4125
Enterococcus faecium	1352	PRJEB44616	726710	Terrabacteria group	Bacillota	3.17312	37.7293	chromosome c:NZ_OU016027.1/OU016027.1; plasmid pl1:NZ_OU016028.1/OU016028.1; plasmid pl2:NZ_OU016029.1/OU016029.1; plasmid pl3:NZ_OU016030.1/OU016030.1; plasmid pl4:NZ_OU016031.1/OU016031.1; plasmid pl5:NZ_OU016032.1/OU016032.1; plasmid pl6:NZ_OU016033.1/OU016033.1; plasmid pl7:NZ_OU016034.1/OU016034.1; plasmid pl8:NZ_OU016035.1/OU016035.1	-	9	3123	2907	2021/05/12	2022/05/28	Complete Genome	University of Zurich	SAMEA8659991	GCA_907176815.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/176/815/GCA_907176815.1_USZ_VRE67_P60_hybrid_assembly	-	USZ_VRE67_P60
Enterococcus faecium	1352	PRJNA817298	817298	Terrabacteria group	Bacillota	3.14767	37.7566	chromosome:NZ_CP093953.1/CP093953.1; plasmid pNY11067-1:NZ_CP093954.1/CP093954.1; plasmid pNY11067-2:NZ_CP093955.1/CP093955.1; plasmid pNY11067-3:NZ_CP093956.1/CP093956.1	-	4	3085	2854	2022/03/27	2022/03/30	Complete Genome	Beijing Institute of Microbiology and Epidemiology	SAMN26754766	GCA_022699545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/699/545/GCA_022699545.1_ASM2269954v1	-	NY11067
Enterococcus faecalis	1351	PRJNA800580	800580	Terrabacteria group	Bacillota	3.04814	37.3334	chromosome:NZ_CP091904.1/CP091904.1; plasmid p1:NZ_CP091905.1/CP091905.1	-	2	3033	2897	2022/02/12	2022/02/14	Complete Genome	University of Texas at Dallas	SAMN25249813	GCA_022213005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/213/005/GCA_022213005.1_ASM2221300v1	-	43-2
Enterococcus faecalis	1351	PRJNA682333	682333	Terrabacteria group	Bacillota	3.09745	37.5055	chromosome:NZ_CP065784.1/CP065784.1; plasmid p18-243_1:NZ_CP065785.1/CP065785.1; plasmid p18-243_2:NZ_CP065786.1/CP065786.1	-	3	3070	2918	2021/05/26	2022/08/04	Complete Genome	U1230	SAMN16988090	GCA_018517125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/517/125/GCA_018517125.1_ASM1851712v1	33895846	18-243
Enterococcus faecium	1352	PRJNA901969	901969	Terrabacteria group	Bacillota	3.26791	37.678	chromosome:NZ_CP112862.1/CP112862.1; plasmid unnamed1:NZ_CP112863.1/CP112863.1; plasmid unnamed2:NZ_CP112864.1/CP112864.1; plasmid unnamed3:NZ_CP112865.1/CP112865.1	-	4	3246	3003	2022/11/26	2022/11/27	Complete Genome	University of Pittsburgh	SAMN31742645	GCA_026409165.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/409/165/GCF_026409165.1_ASM2640916v1	-	DVT1681
Enterococcus faecium	1352	PRJNA682584	682584	Terrabacteria group	Bacillota	3.31506	37.698	chromosome:NZ_CP066457.1/CP066457.1; plasmid p87_1_193kb:NZ_CP066458.1/CP066458.1; plasmid p87_1_4.3kb:NZ_CP066465.1/CP066465.1; plasmid p87_1_57kb:NZ_CP066461.1/CP066461.1; plasmid p87_1_5kb:NZ_CP066464.1/CP066464.1; plasmid p87_1_6.1kb:NZ_CP066463.1/CP066463.1; plasmid p87_1_6.3kb:NZ_CP066462.1/CP066462.1; plasmid p87_1_62kb:NZ_CP066460.1/CP066460.1; plasmid p87_1_88kb:NZ_CP066459.1/CP066459.1	-	9	3289	3074	2020/12/27	2021/12/29	Complete Genome	None	SAMN17038085	GCA_016406505.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/505/GCA_016406505.1_ASM1640650v1	-	Dallas 87_1
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	3.10921	32.5	CP124938.1	-	3	-	-	2023/05/16	2023/05/16	Complete Genome	University of Texas at Dallas	SAMN33741218	GCA_030517385.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/517/385/GCF_030517385.1_ASM3051738v1	-	EfsPF23
Enterococcus faecalis	1351	PRJNA842552	842552	Terrabacteria group	Bacillota	3.18472	37.255	chromosome:NZ_CP098025.1/CP098025.1; plasmid pQZ076-1:NZ_CP098026.1/CP098026.1; plasmid pQZ076-2:NZ_CP098027.1/CP098027.1; plasmid pQZ076-3:NZ_CP098028.1/CP098028.1; plasmid pQZ076-4:NZ_CP098029.1/CP098029.1	-	5	3156	3038	2022/06/06	2022/06/07	Complete Genome	Henan Agricultural University	SAMN28677694	GCA_023650735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/650/735/GCA_023650735.1_ASM2365073v1	-	QZ076
Enterococcus faecium	1352	PRJEB28495	489834	Terrabacteria group	Bacillota	3.22687	37.8202	chromosome 1:NZ_LR135339.1/LR135339.1; plasmid 2:NZ_LR135340.1/LR135340.1; plasmid 3:NZ_LR135341.1/LR135341.1; plasmid 4:NZ_LR135342.1/LR135342.1; plasmid 5:NZ_LR135343.1/LR135343.1	-	5	3176	2974	2019/01/02	2021/12/16	Complete Genome	UNIVERSITY MEDICAL CENTER UTRECHT	SAMEA4885156	GCA_900639505.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/639/505/GCA_900639505.1_E7356_hybrid_assembly	-	E7356
Enterococcus faecium	1352	PRJNA682584	682584	Terrabacteria group	Bacillota	3.21896	37.8166	chromosome:NZ_CP066659.1/CP066659.1; plasmid p1:NZ_CP066660.1/CP066660.1; plasmid p2:NZ_CP066661.1/CP066661.1; plasmid p3:NZ_CP066662.1/CP066662.1; plasmid p4:NZ_CP066663.1/CP066663.1; plasmid p5:NZ_CP066664.1/CP066664.1; plasmid p6:NZ_CP066665.1/CP066665.1; plasmid p7:NZ_CP066666.1/CP066666.1	-	8	3169	2960	2020/12/28	2021/12/30	Complete Genome	None	SAMN17038106	GCA_016415505.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/415/505/GCA_016415505.1_ASM1641550v1	-	Dallas 155
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	3.03974	37.3566	chromosome:NZ_CP124911.1/CP124911.1; plasmid p1_EfsC61_rep2:NZ_CP124912.1/CP124912.1	-	2	3001	2881	2023/05/16	2023/05/17	Complete Genome	University of Texas at Dallas	SAMN33741203	GCA_030020575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/575/GCF_030020575.1_ASM3002057v1	-	EfsC61
Enterococcus faecium	1352	PRJEB14733	330941	Terrabacteria group	Bacillota	3.27243	37.8244	chromosome 1:NZ_LT598663.1/LT598663.1; plasmid 2:NZ_LT598664.1/LT598664.1; plasmid 3:NZ_LT598665.1/LT598665.1; plasmid 4:NZ_LT598666.1/LT598666.1; plasmid 5:NZ_LT598667.1/LT598667.1; plasmid 6:NZ_LT598668.1/LT598668.1	-	6	3231	3035	2016/07/22	2021/12/15	Complete Genome	UNIVERSITY OF MELBOURNE	SAMEA4067785	GCA_900092475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/092/475/GCA_900092475.1_Ef_aus00233	-	Ef_aus00233
Enterococcus faecium	1352	PRJNA682584	682584	Terrabacteria group	Bacillota	3.18873	37.7739	chromosome:NZ_CP066427.1/CP066427.1; plasmid p57_1.9kb:NZ_CP066433.1/CP066433.1; plasmid p57_187kb:NZ_CP066428.1/CP066428.1; plasmid p57_4.3kb:NZ_CP066432.1/CP066432.1; plasmid p57_44kb:NZ_CP066429.1/CP066429.1; plasmid p57_57kb:NZ_CP066430.1/CP066430.1; plasmid p57_6.3kb:NZ_CP066431.1/CP066431.1	-	7	3113	2922	2020/12/27	2021/12/29	Complete Genome	None	SAMN17038080	GCA_016406565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/565/GCA_016406565.1_ASM1640656v1	-	Dallas 57
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	3.05016	32.5	CP124941.1	-	2	-	-	2023/05/16	2023/05/16	Complete Genome	University of Texas at Dallas	SAMN33741211	GCA_030517415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/517/415/GCF_030517415.1_ASM3051741v1	-	EfsC129
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	3.04743	32.4	CP124962.1	-	2	-	-	2023/05/16	2023/05/16	Complete Genome	University of Texas at Dallas	SAMN33741190	GCA_030517565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/517/565/GCF_030517565.1_ASM3051756v1	-	EfsC1
Enterococcus faecium	1352	PRJEB44616	726710	Terrabacteria group	Bacillota	3.29782	37.6236	chromosome c:NZ_OU015708.1/OU015708.1; plasmid pELF_USZ:NZ_OU015710.1/OU015710.1; plasmid pl1:NZ_OU015709.1/OU015709.1; plasmid pl2:NZ_OU015711.1/OU015711.1; plasmid pl3:NZ_OU015712.1/OU015712.1; plasmid pl4:NZ_OU015713.1/OU015713.1; plasmid pl5:NZ_OU015714.1/OU015714.1; plasmid pl6:NZ_OU015715.1/OU015715.1; plasmid pl7:NZ_OU015716.1/OU015716.1	-	9	3260	3072	2021/05/10	2022/05/28	Complete Genome	University of Zurich	SAMEA8659956	GCA_907165365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/165/365/GCA_907165365.1_USZ_VRE32_P32_hybrid_assembly	-	USZ_VRE32_P32
Enterococcus faecium	1352	PRJNA573568	573568	Terrabacteria group	Bacillota	3.27475	37.594	chromosome:NZ_CP044264.1/CP044264.1; plasmid pHVH-V1836-1:NZ_CP044265.1/CP044265.1; plasmid pHVH-V1836-2:NZ_CP044266.1/CP044266.1; plasmid pHVH-V1836-3:NZ_CP044267.1/CP044267.1; plasmid pHVH-V1836-4:NZ_CP044268.1/CP044268.1; plasmid pHVH-V1836-5:NZ_CP044269.1/CP044269.1; plasmid pHVH-V1836-6:NZ_CP044270.1/CP044270.1; plasmid pHVH-V1836-7:NZ_CP044271.1/CP044271.1; plasmid pHVH-V1836-8:NZ_CP044272.1/CP044272.1; plasmid pHVH-V1836-9:NZ_CP044273.1/CP044273.1	-	10	3272	3028	2019/09/30	2021/10/04	Complete Genome	Copenhagen University Hospital Hvidovre	SAMN12818007	GCA_008728455.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/455/GCF_008728455.1_ASM872845v1	-	V1836
Enterococcus faecalis	1351	PRJDB15240	937916	Terrabacteria group	Bacillota	3.02864	37.2591	chromosome:AP027302.1; plasmid N4E_p1:AP027303.1	-	2	2940	2866	2023/02/21	2023/02/22	Complete Genome	Rakuno Gakuen University	SAMD00577375	GCA_030295845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/295/845/GCF_030295845.1_ASM3029584v1	-	N4E
Enterococcus faecium	1352	PRJNA433676	433676	Terrabacteria group	Bacillota	3.20057	37.744	chromosome:NZ_CP027497.1/CP027497.1; plasmid unnamed1:NZ_CP027498.1/CP027498.1; plasmid unnamed2:NZ_CP027499.1/CP027499.1; plasmid unnamed3:NZ_CP027500.1/CP027500.1	-	4	3137	2934	2018/03/27	2022/01/13	Complete Genome	University of Melbourne	SAMN08628413	GCA_003020685.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/685/GCF_003020685.1_ASM302068v1	-	AUSMDU00004167
Enterococcus faecium	1352	PRJNA243331	243331	Terrabacteria group	Bacillota	3.15237	37.7744	chromosome:NZ_CP020488.1/CP020488.1; plasmid unnamed1:NZ_CP020489.1/CP020489.1; plasmid unnamed2:NZ_CP020490.1/CP020490.1; plasmid unnamed3:NZ_CP020491.1/CP020491.1	-	4	3103	2908	2018/04/25	2022/03/11	Complete Genome	FDA/CFSAN	SAMN06621457	GCA_003071445.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/071/445/GCF_003071445.1_ASM307144v1	-	CFSAN059071
Enterococcus faecalis	1351	PRJNA944190	944190	Terrabacteria group	Bacillota	3.09097	37.444	chromosome:NZ_CP124894.1/CP124894.1; plasmid p1_EfsC116_rep9b:NZ_CP124895.1/CP124895.1; plasmid p2_EfsC116_rep9a:NZ_CP124896.1/CP124896.1; plasmid p3_EfsC116_rep6:NZ_CP124897.1/CP124897.1	-	4	3022	2904	2023/05/16	2023/05/17	Complete Genome	University of Texas at Dallas	SAMN33741209	GCA_030020475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/475/GCF_030020475.1_ASM3002047v1	-	EfsC116
Enterococcus faecalis	1351	PRJEB36950	614769	Terrabacteria group	Bacillota	3.03085	37.2414	chromosome contig000001:NZ_OD940420.1/OD940420.1; plasmid contig000002:NZ_OD940421.1/OD940421.1	-	2	2903	2778	2021/04/29	2022/04/14	Complete Genome	NHS Lothian	SAMEA6595199	GCA_906464865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/906/464/865/GCA_906464865.1_WE0438	-	WE0438
Enterococcus faecium	1352	PRJNA682584	682584	Terrabacteria group	Bacillota	3.17032	37.7872	chromosome:NZ_CP066480.1/CP066480.1; plasmid p93_3_1.9kb:NZ_CP066485.1/CP066485.1; plasmid p93_3_187kb:NZ_CP066481.1/CP066481.1; plasmid p93_3_34kb:NZ_CP066483.1/CP066483.1; plasmid p93_3_57kb:NZ_CP066482.1/CP066482.1; plasmid p93_3_6.3kb:NZ_CP066484.1/CP066484.1	-	6	3086	2902	2020/12/27	2021/12/29	Complete Genome	None	SAMN17038089	GCA_016406585.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/585/GCA_016406585.1_ASM1640658v1	-	Dallas 93_3
Enterococcus faecium	1352	PRJEB28495	489834	Terrabacteria group	Bacillota	3.27325	37.594	chromosome 1:NZ_LR135331.1/LR135331.1; plasmid 2:NZ_LR135332.1/LR135332.1; plasmid 3:NZ_LR135333.1/LR135333.1; plasmid 4:NZ_LR135334.1/LR135334.1; plasmid 5:NZ_LR135335.1/LR135335.1; plasmid 6:NZ_LR135336.1/LR135336.1; plasmid 7:NZ_LR135337.1/LR135337.1; plasmid 8:NZ_LR135338.1/LR135338.1	-	8	3249	3064	2019/01/02	2021/12/16	Complete Genome	UNIVERSITY MEDICAL CENTER UTRECHT	SAMEA4885231	GCA_900639495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/639/495/GCA_900639495.1_E7471_hybrid_assembly	-	E7471
Enterococcus faecalis	1351	PRJNA231221	231221	Terrabacteria group	Bacillota	2.96365	37.4	chromosome:NZ_CP033787.1/CP033787.1	-	1	2855	2731	2018/11/21	2022/07/08	Complete Genome	US Food and Drug Administration 	SAMN10163222	GCA_003812665.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/665/GCF_003812665.1_ASM381266v1	-	FDAARGOS_528
